,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
209059,2008,1,26,6,1418.0,1425,1459.0,1459,OO,2621,N495CA,41.0,34.0,24.0,0.0,-7.0,MSN,MKE,74,7.0,10.0,0,,0,,,,,
147032,2008,1,25,5,1131.0,1122,1222.0,1212,YV,2748,N27318,111.0,110.0,82.0,10.0,9.0,PHX,SBP,509,4.0,25.0,0,,0,,,,,
535677,2008,1,6,7,650.0,650,830.0,845,AS,212,N309AS,100.0,115.0,79.0,-15.0,0.0,PDX,SFO,550,11.0,10.0,0,,0,,,,,
312962,2008,1,23,3,1226.0,1230,1409.0,1417,DL,1599,N677DL,103.0,107.0,76.0,-8.0,-4.0,ATL,RSW,515,5.0,22.0,0,,0,,,,,
539306,2008,1,14,1,1253.0,1309,1424.0,1443,AS,543,N769AS,91.0,94.0,69.0,-19.0,-16.0,PSP,SFO,421,11.0,11.0,0,,0,,,,,
528346,2008,1,28,1,1043.0,1045,1218.0,1205,AA,2421,N362AA,215.0,200.0,188.0,13.0,-2.0,DFW,LAX,1235,17.0,10.0,0,,0,,,,,
110837,2008,1,20,7,1055.0,1100,1202.0,1207,XE,1206,N16510,67.0,67.0,40.0,-5.0,-5.0,IAD,EWR,213,6.0,21.0,0,,0,,,,,
566200,2008,1,30,3,658.0,700,942.0,948,CO,200,N35204,164.0,168.0,140.0,-6.0,-2.0,FLL,EWR,1065,10.0,14.0,0,,0,,,,,
443972,2008,1,28,1,746.0,748,1026.0,1036,NW,1152,N314NB,160.0,168.0,136.0,-10.0,-2.0,IAH,MSP,1034,6.0,18.0,0,,0,,,,,
272898,2008,1,14,1,701.0,700,943.0,1019,US,679,N840AW,282.0,319.0,261.0,-36.0,1.0,BWI,PHX,1999,7.0,14.0,0,,0,,,,,
239872,2008,1,7,1,1121.0,1013,1602.0,1457,UA,728,N823UA,161.0,164.0,134.0,65.0,68.0,DEN,DTW,1123,7.0,20.0,0,,0,12.0,0.0,0.0,0.0,53.0
578161,2008,1,3,4,2207.0,2210,533.0,536,CO,369,N37298,266.0,266.0,250.0,-3.0,-3.0,LAS,EWR,2227,6.0,10.0,0,,0,,,,,
466732,2008,1,8,2,716.0,720,934.0,938,9E,5670,88369E,138.0,138.0,96.0,-4.0,-4.0,LIT,MSP,703,18.0,24.0,0,,0,,,,,
69921,2008,1,24,4,1943.0,1945,2039.0,2050,WN,106,N209WN,56.0,65.0,44.0,-11.0,-2.0,MDW,STL,251,3.0,9.0,0,,0,,,,,
541137,2008,1,19,6,1743.0,1752,2031.0,2103,AS,7,N553AS,348.0,371.0,326.0,-32.0,-9.0,EWR,SEA,2401,6.0,16.0,0,,0,,,,,
71319,2008,1,24,4,1147.0,1115,1343.0,1320,WN,2352,N676SW,116.0,125.0,103.0,23.0,32.0,TPA,IAD,810,5.0,8.0,0,,0,0.0,0.0,0.0,0.0,23.0
304890,2008,1,17,4,826.0,830,1127.0,1156,DL,413,N3765,361.0,386.0,321.0,-29.0,-4.0,JFK,SEA,2421,9.0,31.0,0,,0,,,,,
365270,2008,1,17,4,659.0,705,946.0,938,FL,257,N920AT,167.0,153.0,150.0,8.0,-6.0,FNT,MCO,1011,7.0,10.0,0,,0,,,,,
271131,2008,1,12,6,1913.0,1925,2055.0,2124,US,770,N417US,102.0,119.0,89.0,-29.0,-12.0,PBI,CLT,590,5.0,8.0,0,,0,,,,,
68442,2008,1,24,4,2038.0,2025,2131.0,2135,WN,1503,N215WN,113.0,130.0,96.0,-4.0,13.0,BWI,MDW,611,9.0,8.0,0,,0,,,,,
454275,2008,1,2,3,2325.0,1930,115.0,2100,OH,5100,N999CA,110.0,90.0,77.0,255.0,235.0,CVG,ROC,461,10.0,23.0,0,,0,0.0,0.0,20.0,0.0,235.0
87118,2008,1,29,2,1115.0,1120,1426.0,1435,WN,463,N682SW,131.0,135.0,116.0,-9.0,-5.0,STL,MCO,880,7.0,8.0,0,,0,,,,,
130697,2008,1,3,4,2113.0,1915,2227.0,2048,YV,7339,N75991,74.0,93.0,64.0,99.0,118.0,CHS,IAD,441,9.0,1.0,0,,0,0.0,0.0,0.0,0.0,99.0
47037,2008,1,17,4,721.0,725,922.0,925,WN,1372,N639SW,61.0,60.0,46.0,-3.0,-4.0,MDW,DTW,229,9.0,6.0,0,,0,,,,,
105591,2008,1,11,5,,1555,,1817,XE,3148,,,142.0,,,,EWR,CAE,602,,,1,C,0,,,,,
527782,2008,1,3,4,1648.0,1605,2038.0,2005,AA,2378,N631AA,170.0,180.0,145.0,33.0,43.0,ORD,MIA,1197,5.0,20.0,0,,0,11.0,0.0,0.0,0.0,22.0
319738,2008,1,29,2,1204.0,1200,1429.0,1427,DL,670,N922DL,145.0,147.0,124.0,2.0,4.0,ATL,BOS,946,9.0,12.0,0,,0,,,,,
458209,2008,1,1,2,1537.0,1338,1640.0,1440,9E,2950,89439E,63.0,62.0,34.0,120.0,119.0,DTW,CMH,155,11.0,18.0,0,,0,119.0,0.0,1.0,0.0,0.0
520463,2008,1,10,4,1428.0,1205,1544.0,1325,AA,1923,N4YBAA,76.0,80.0,51.0,139.0,143.0,SFO,LAX,337,5.0,20.0,0,,0,0.0,0.0,0.0,0.0,139.0
281589,2008,1,21,1,1513.0,1520,1635.0,1657,US,644,N166AW,142.0,157.0,126.0,-22.0,-7.0,AUS,PHX,872,8.0,8.0,0,,0,,,,,
367777,2008,1,21,1,1802.0,1808,2108.0,2108,FL,632,N276AT,186.0,180.0,163.0,0.0,-6.0,BOS,MCO,1121,6.0,17.0,0,,0,,,,,
93558,2008,1,31,4,1545.0,1545,1638.0,1640,WN,1664,N352SW,53.0,55.0,45.0,-2.0,0.0,SAT,DAL,248,2.0,6.0,0,,0,,,,,
324061,2008,1,1,2,1340.0,1219,1555.0,1437,EV,4187,N826AS,135.0,138.0,112.0,78.0,81.0,ATL,PVD,903,5.0,18.0,0,,0,78.0,0.0,0.0,0.0,0.0
576656,2008,1,4,5,1727.0,1725,2054.0,2052,CO,1855,N17326,147.0,147.0,117.0,2.0,2.0,IAH,MIA,964,7.0,23.0,0,,0,,,,,
544425,2008,1,27,7,1221.0,1100,,1243,AS,152,N763AS,,103.0,,,81.0,ANC,OME,539,,11.0,0,,1,,,,,
294656,2008,1,31,4,1512.0,1510,1746.0,1736,US,1741,N518AU,154.0,146.0,132.0,10.0,2.0,DCA,TPA,814,2.0,20.0,0,,0,,,,,
467650,2008,1,7,1,1447.0,1430,1606.0,1555,9E,5704,86839E,79.0,85.0,57.0,11.0,17.0,MEM,TUL,342,11.0,11.0,0,,0,,,,,
257125,2008,1,1,2,1014.0,1015,1126.0,1153,US,1270,N763US,72.0,98.0,47.0,-27.0,-1.0,PHL,BOS,280,7.0,18.0,0,,0,,,,,
491999,2008,1,24,4,1431.0,1435,1725.0,1740,AA,751,N3AYAA,234.0,245.0,213.0,-15.0,-4.0,LGA,DFW,1389,4.0,17.0,0,,0,,,,,
119608,2008,1,4,5,645.0,640,817.0,815,XE,2975,N11155,92.0,95.0,72.0,2.0,5.0,MOB,IAH,427,7.0,13.0,0,,0,,,,,
134807,2008,1,8,2,835.0,800,1023.0,945,YV,7353,N592ML,108.0,105.0,65.0,38.0,35.0,ORD,FSD,462,8.0,35.0,0,,0,0.0,0.0,0.0,0.0,38.0
245480,2008,1,11,5,2046.0,2000,2207.0,2139,UA,959,N379UA,141.0,159.0,121.0,28.0,46.0,ORD,DEN,888,5.0,15.0,0,,0,7.0,0.0,0.0,0.0,21.0
39422,2008,1,15,2,1831.0,1830,1926.0,1920,WN,3415,N682SW,55.0,50.0,43.0,6.0,1.0,HOU,SAT,192,3.0,9.0,0,,0,,,,,
360542,2008,1,10,4,707.0,710,912.0,915,FL,382,N952AT,125.0,125.0,103.0,-3.0,-3.0,ATL,LGA,761,12.0,10.0,0,,0,,,,,
45596,2008,1,17,4,1640.0,1640,1742.0,1745,WN,1402,N705SW,62.0,65.0,51.0,-3.0,0.0,BUR,SJC,296,3.0,8.0,0,,0,,,,,
294196,2008,1,30,3,1907.0,1915,2114.0,2133,US,18,N663AW,67.0,78.0,50.0,-19.0,-8.0,SNA,PHX,338,4.0,13.0,0,,0,,,,,
484507,2008,1,13,7,1920.0,1850,2248.0,2225,AA,436,N5BSAA,148.0,155.0,132.0,23.0,30.0,DFW,FLL,1119,6.0,10.0,0,,0,4.0,0.0,0.0,0.0,19.0
175516,2008,1,4,5,1851.0,1901,1951.0,2005,OO,6126,N959SW,60.0,64.0,35.0,-14.0,-10.0,MLI,ORD,139,17.0,8.0,0,,0,,,,,
224268,2008,1,31,4,840.0,845,956.0,1005,UA,224,N307UA,76.0,80.0,51.0,-9.0,-5.0,IAD,BDL,326,4.0,21.0,0,,0,,,,,
396210,2008,1,28,1,1945.0,1950,2106.0,2055,MQ,3757,N501BG,81.0,65.0,46.0,11.0,-5.0,DFW,XNA,281,9.0,26.0,0,,0,,,,,
390214,2008,1,28,1,1359.0,1400,1500.0,1455,MQ,3502,N650AE,61.0,55.0,46.0,5.0,-1.0,SJT,DFW,228,4.0,11.0,0,,0,,,,,
584478,2008,1,23,3,1505.0,1505,1605.0,1605,CO,678,N38403,60.0,60.0,42.0,0.0,0.0,SAT,IAH,191,9.0,9.0,0,,0,,,,,
385343,2008,1,18,5,643.0,647,759.0,800,MQ,3284,N313AE,76.0,73.0,46.0,-1.0,-4.0,TXK,DFW,181,20.0,10.0,0,,0,,,,,
525686,2008,1,2,3,1433.0,1435,1634.0,1640,AA,2275,N493AA,121.0,125.0,100.0,-6.0,-2.0,BNA,DFW,631,10.0,11.0,0,,0,,,,,
378140,2008,1,1,2,1853.0,1850,1944.0,1937,HA,361,N486HA,51.0,47.0,37.0,7.0,3.0,ITO,HNL,216,6.0,8.0,0,,0,,,,,
201217,2008,1,21,1,1404.0,1220,1652.0,1446,OO,3832,N913EV,108.0,86.0,75.0,126.0,104.0,LWS,SLC,461,27.0,6.0,0,,0,0.0,0.0,0.0,0.0,126.0
437590,2008,1,20,7,55.0,100,554.0,556,NW,774,N592NW,179.0,176.0,154.0,-2.0,-5.0,LAS,MSP,1300,13.0,12.0,0,,0,,,,,
455396,2008,1,24,4,628.0,620,736.0,735,9E,2836,84239E,68.0,75.0,43.0,1.0,8.0,XNA,MEM,258,5.0,20.0,0,,0,,,,,
281775,2008,1,21,1,1244.0,1140,1352.0,1306,US,945,N753US,68.0,86.0,56.0,46.0,64.0,CLT,JAX,329,4.0,8.0,0,,0,0.0,0.0,0.0,0.0,46.0
578080,2008,1,5,6,738.0,740,1033.0,1041,CO,585,N14358,175.0,181.0,155.0,-8.0,-2.0,CLE,FLL,1062,7.0,13.0,0,,0,,,,,
139641,2008,1,15,2,818.0,830,904.0,910,YV,1011,N693BR,46.0,40.0,31.0,-6.0,-12.0,KOA,HNL,163,7.0,8.0,0,,0,,,,,
213718,2008,1,29,2,1734.0,1641,1915.0,1823,OO,3781,N438SW,101.0,102.0,78.0,52.0,53.0,SLC,PHX,507,4.0,19.0,0,,0,0.0,0.0,0.0,0.0,52.0
448119,2008,1,11,5,833.0,840,1025.0,1022,NW,1458,N775NC,112.0,102.0,74.0,3.0,-7.0,STL,MSP,449,14.0,24.0,0,,0,,,,,
278279,2008,1,18,5,931.0,925,1219.0,1214,US,1507,N171US,288.0,289.0,267.0,5.0,6.0,CLT,PHX,1774,4.0,17.0,0,,0,,,,,
506220,2008,1,28,1,1303.0,1305,1443.0,1445,AA,1360,N4XXAA,100.0,100.0,81.0,-2.0,-2.0,DFW,HSV,603,5.0,14.0,0,,0,,,,,
327799,2008,1,15,2,1835.0,1830,2039.0,2040,EV,4304,N901EV,64.0,70.0,50.0,-1.0,5.0,PNS,ATL,272,10.0,4.0,0,,0,,,,,
458117,2008,1,2,3,601.0,555,811.0,750,9E,2946,86949E,130.0,115.0,88.0,21.0,6.0,HPN,DTW,505,14.0,28.0,0,,0,6.0,0.0,15.0,0.0,0.0
108648,2008,1,2,3,1905.0,1730,2337.0,2129,XE,2287,N23139,212.0,179.0,173.0,128.0,95.0,XNA,EWR,1130,19.0,20.0,0,,0,0.0,0.0,128.0,0.0,0.0
377654,2008,1,28,1,947.0,955,1017.0,1024,HA,304,N485HA,30.0,29.0,20.0,-7.0,-8.0,LIH,HNL,102,4.0,6.0,0,,0,,,,,
367270,2008,1,20,7,937.0,935,1226.0,1204,FL,306,N951AT,169.0,149.0,141.0,22.0,2.0,IND,FLL,1005,6.0,22.0,0,,0,2.0,0.0,20.0,0.0,0.0
142443,2008,1,19,6,,1633,,1836,YV,7269,N87353,,123.0,,,,IAD,ATL,533,,,1,C,0,,,,,
474763,2008,1,30,3,1653.0,1635,1812.0,1800,9E,5904,80309E,79.0,85.0,63.0,12.0,18.0,ICT,MEM,453,8.0,8.0,0,,0,,,,,
291529,2008,1,28,1,1209.0,1210,1447.0,1430,US,1120,N705UW,158.0,140.0,143.0,17.0,-1.0,RSW,DCA,892,2.0,13.0,0,,0,0.0,0.0,17.0,0.0,0.0
221138,2008,1,20,7,910.0,700,1457.0,1314,UA,102,N852UA,227.0,254.0,205.0,103.0,130.0,SFO,ORD,1846,8.0,14.0,0,,0,103.0,0.0,0.0,0.0,0.0
32147,2008,1,13,7,1304.0,1305,1402.0,1405,WN,112,N432WN,58.0,60.0,46.0,-3.0,-1.0,BOI,SLC,291,5.0,7.0,0,,0,,,,,
109487,2008,1,28,1,1229.0,1210,1343.0,1335,XE,2349,N14953,134.0,145.0,108.0,8.0,19.0,ATL,IAH,689,6.0,20.0,0,,0,,,,,
527929,2008,1,14,1,835.0,755,1443.0,1400,AA,2396,N5CBAA,248.0,245.0,209.0,43.0,40.0,EGE,EWR,1725,8.0,31.0,0,,0,40.0,0.0,3.0,0.0,0.0
592946,2008,1,4,5,729.0,730,829.0,837,DL,1910,N909DE,60.0,67.0,38.0,-8.0,-1.0,LGA,BOS,185,7.0,15.0,0,,0,,,,,
22477,2008,1,10,4,748.0,750,906.0,915,WN,3846,N275WN,78.0,85.0,68.0,-9.0,-2.0,BNA,MDW,395,3.0,7.0,0,,0,,,,,
123780,2008,1,28,1,1228.0,1230,1549.0,1553,XE,2048,N15986,141.0,143.0,123.0,-4.0,-2.0,IAH,CLT,913,5.0,13.0,0,,0,,,,,
589381,2008,1,2,3,2056.0,1950,2301.0,2225,DL,655,N377DA,305.0,335.0,280.0,36.0,66.0,ATL,SMF,2092,5.0,20.0,0,,0,28.0,0.0,0.0,0.0,8.0
268531,2008,1,10,4,1254.0,1300,1355.0,1411,US,2128,N745VJ,61.0,71.0,40.0,-16.0,-6.0,LGA,BOS,185,4.0,17.0,0,,0,,,,,
266459,2008,1,8,2,1750.0,1755,1905.0,1901,US,1767,N512AU,75.0,66.0,54.0,4.0,-5.0,SAV,CLT,213,6.0,15.0,0,,0,,,,,
247536,2008,1,10,4,1819.0,1540,2010.0,1723,UA,1171,N924UA,111.0,103.0,98.0,167.0,159.0,PDX,SFO,550,7.0,6.0,0,,0,24.0,0.0,8.0,0.0,135.0
541100,2008,1,19,6,923.0,931,1029.0,1019,AS,143,N763AS,66.0,48.0,45.0,10.0,-8.0,SCC,BRW,204,5.0,16.0,0,,0,,,,,
569995,2008,1,27,7,1115.0,1115,1349.0,1411,CO,1135,N14334,214.0,236.0,192.0,-22.0,0.0,EWR,DFW,1372,7.0,15.0,0,,0,,,,,
38990,2008,1,15,2,1113.0,1115,1217.0,1225,WN,16,N489WN,64.0,70.0,52.0,-8.0,-2.0,DAL,AMA,324,5.0,7.0,0,,0,,,,,
144217,2008,1,21,1,1454.0,1428,1635.0,1609,YV,7319,N75992,101.0,101.0,73.0,26.0,26.0,SAV,IAD,515,6.0,22.0,0,,0,0.0,0.0,0.0,0.0,26.0
344567,2008,1,6,7,926.0,921,917.0,920,EV,4867,N712EV,51.0,59.0,28.0,-3.0,5.0,ATL,BHM,134,2.0,21.0,0,,0,,,,,
474934,2008,1,21,1,1712.0,1655,1810.0,1751,9E,5907,84959E,118.0,116.0,87.0,19.0,17.0,CLT,MEM,512,9.0,22.0,0,,0,17.0,0.0,2.0,0.0,0.0
578426,2008,1,28,1,752.0,800,1043.0,1037,CO,1656,N37281,171.0,157.0,151.0,6.0,-8.0,TPA,EWR,998,7.0,13.0,0,,0,,,,,
199553,2008,1,20,7,608.0,615,726.0,739,OO,3710,N215SW,78.0,84.0,58.0,-13.0,-7.0,SGU,SLC,269,8.0,12.0,0,,0,,,,,
434734,2008,1,25,5,1115.0,1120,1307.0,1321,NW,633,N360NB,172.0,181.0,148.0,-14.0,-5.0,LGA,MEM,963,4.0,20.0,0,,0,,,,,
183717,2008,1,9,3,1435.0,1428,1626.0,1605,OO,6533,N953SW,111.0,97.0,72.0,21.0,7.0,DEN,IDA,458,6.0,33.0,0,,0,0.0,0.0,0.0,0.0,21.0
258350,2008,1,2,3,508.0,500,716.0,733,US,86,N155AW,188.0,213.0,166.0,-17.0,8.0,MSP,PHX,1276,4.0,18.0,0,,0,,,,,
377128,2008,1,15,2,1322.0,1330,1408.0,1417,HA,181,N484HA,46.0,47.0,35.0,-9.0,-8.0,ITO,HNL,216,5.0,6.0,0,,0,,,,,
18316,2008,1,8,2,721.0,700,907.0,845,WN,474,N290WN,106.0,105.0,80.0,22.0,21.0,SEA,SMF,605,4.0,22.0,0,,0,0.0,21.0,1.0,0.0,0.0
286094,2008,1,24,4,2036.0,2025,2148.0,2131,US,1750,N124US,72.0,66.0,43.0,17.0,11.0,LAX,LAS,236,11.0,18.0,0,,0,0.0,0.0,6.0,0.0,11.0
503256,2008,1,3,4,614.0,615,715.0,710,AA,1256,N3BKAA,61.0,55.0,41.0,5.0,-1.0,TPA,MIA,204,5.0,15.0,0,,0,,,,,
369802,2008,1,24,4,1138.0,1142,1344.0,1348,FL,409,N328AT,126.0,126.0,108.0,-4.0,-4.0,IND,MCO,828,8.0,10.0,0,,0,,,,,
179951,2008,1,7,1,744.0,740,831.0,825,OO,5746,N292SW,47.0,45.0,31.0,6.0,4.0,LAX,CLD,86,5.0,11.0,0,,0,,,,,
430611,2008,1,26,6,710.0,700,1002.0,934,NW,432,N528US,172.0,154.0,122.0,28.0,10.0,DTW,MCO,957,5.0,45.0,0,,0,10.0,0.0,18.0,0.0,0.0
570517,2008,1,24,4,1606.0,1605,2027.0,2040,CO,632,N14645,201.0,215.0,180.0,-13.0,1.0,IAH,LGA,1416,3.0,18.0,0,,0,,,,,
546848,2008,1,1,2,1856.0,1850,2144.0,2145,B6,278,N543JB,108.0,115.0,88.0,-1.0,6.0,SAN,SLC,626,2.0,18.0,0,,0,,,,,
184422,2008,1,10,4,1248.0,1300,1404.0,1420,OO,4037,N607SK,76.0,80.0,58.0,-16.0,-12.0,BIL,SLC,387,8.0,10.0,0,,0,,,,,
547431,2008,1,2,3,1808.0,1730,2059.0,2028,B6,140,N598JB,171.0,178.0,135.0,31.0,38.0,RSW,JFK,1074,6.0,30.0,0,,0,0.0,0.0,15.0,0.0,16.0
86405,2008,1,29,2,2021.0,2020,2214.0,2230,WN,1115,N685SW,173.0,190.0,162.0,-16.0,1.0,PHX,SEA,1107,5.0,6.0,0,,0,,,,,
38409,2008,1,15,2,2024.0,2030,2050.0,2105,WN,507,N236WN,86.0,95.0,76.0,-15.0,-6.0,ABQ,LAS,487,4.0,6.0,0,,0,,,,,
380576,2008,1,20,7,2130.0,2135,2232.0,2237,MQ,3059,N317AE,62.0,62.0,31.0,-5.0,-5.0,LAX,SAN,109,3.0,28.0,0,,0,,,,,
443186,2008,1,27,7,1527.0,1531,1836.0,1830,NW,1107,N519US,189.0,179.0,162.0,6.0,-4.0,RSW,DTW,1085,11.0,16.0,0,,0,,,,,
14079,2008,1,7,1,814.0,800,1018.0,1000,WN,811,N368SW,124.0,120.0,115.0,18.0,14.0,OAK,SEA,671,2.0,7.0,0,,0,4.0,0.0,4.0,0.0,10.0
75214,2008,1,26,6,1017.0,1020,1233.0,1250,WN,1614,N614SW,136.0,150.0,124.0,-17.0,-3.0,BWI,TPA,842,3.0,9.0,0,,0,,,,,
194414,2008,1,16,3,2020.0,2000,2300.0,2225,OO,6073,N772SK,160.0,145.0,131.0,35.0,20.0,LAX,PDX,834,5.0,24.0,0,,0,0.0,0.0,0.0,0.0,35.0
574205,2008,1,3,4,2008.0,2005,4.0,2357,CO,1417,N14645,176.0,172.0,141.0,7.0,3.0,IAH,PIT,1117,8.0,27.0,0,,0,,,,,
305649,2008,1,17,4,551.0,550,856.0,851,DL,1488,N909DA,125.0,121.0,92.0,5.0,1.0,DFW,ATL,732,9.0,24.0,0,,0,,,,,
165272,2008,1,25,5,1555.0,1522,1901.0,1848,OH,5100,N443CA,126.0,146.0,116.0,13.0,33.0,IAH,CVG,871,1.0,9.0,0,,0,,,,,
76670,2008,1,26,6,1024.0,1020,1625.0,1645,WN,1120,N782SA,241.0,265.0,219.0,-20.0,4.0,PHX,PHL,2075,6.0,16.0,0,,0,,,,,
244805,2008,1,14,1,830.0,700,1534.0,1424,UA,934,N664UA,304.0,324.0,281.0,70.0,90.0,HNL,LAX,2556,5.0,18.0,0,,0,70.0,0.0,0.0,0.0,0.0
304373,2008,1,16,3,,2230,,5,DL,1487,N668DN,,95.0,,,,ATL,PBI,545,,,1,A,0,,,,,
353137,2008,1,28,1,817.0,815,1117.0,1107,F9,18,N908FR,120.0,112.0,97.0,10.0,2.0,DEN,DFW,641,8.0,15.0,0,,0,,,,,
139681,2008,1,15,2,1729.0,1730,2058.0,2049,YV,7367,N502MJ,149.0,139.0,125.0,9.0,-1.0,MCI,IAD,926,7.0,17.0,0,,0,,,,,
100580,2008,1,13,7,952.0,945,1236.0,1233,XE,7753,N11165,164.0,168.0,144.0,3.0,7.0,LAX,SEA,954,8.0,12.0,0,,0,,,,,
119267,2008,1,7,1,1334.0,1345,1718.0,1745,XE,2173,N41104,164.0,180.0,130.0,-27.0,-11.0,MCI,EWR,1092,25.0,9.0,0,,0,,,,,
527719,2008,1,28,1,2155.0,2130,2400.0,2335,AA,2376,N476AA,125.0,125.0,99.0,25.0,25.0,DFW,ORD,802,11.0,15.0,0,,0,0.0,0.0,0.0,0.0,25.0
227194,2008,1,30,3,1907.0,1900,2113.0,2112,UA,334,N562UA,66.0,72.0,46.0,1.0,7.0,ORD,CMH,296,4.0,16.0,0,,0,,,,,
133924,2008,1,7,1,1545.0,1355,1710.0,1519,YV,2697,N920FJ,85.0,84.0,53.0,111.0,110.0,IAD,CLT,321,4.0,28.0,0,,0,111.0,0.0,0.0,0.0,0.0
383525,2008,1,7,1,906.0,915,1012.0,1022,MQ,3217,N304AE,66.0,67.0,40.0,-10.0,-9.0,DFW,TXK,181,6.0,20.0,0,,0,,,,,
515428,2008,1,17,4,722.0,710,1050.0,1030,AA,1728,N501AA,148.0,140.0,134.0,20.0,12.0,DFW,CLT,936,2.0,12.0,0,,0,12.0,0.0,8.0,0.0,0.0
39992,2008,1,15,2,622.0,625,806.0,830,WN,1537,N707SA,164.0,185.0,137.0,-24.0,-3.0,MCI,PHX,1044,7.0,20.0,0,,0,,,,,
269645,2008,1,11,5,2007.0,2016,2150.0,2157,US,550,N632AW,163.0,161.0,138.0,-7.0,-9.0,DFW,PHX,868,10.0,15.0,0,,0,,,,,
542856,2008,1,23,3,642.0,645,914.0,913,AS,230,N769AS,152.0,148.0,133.0,1.0,-3.0,PDX,SAN,933,4.0,15.0,0,,0,,,,,
379743,2008,1,25,5,721.0,635,858.0,805,MQ,3026,N317AE,97.0,90.0,73.0,53.0,46.0,MRY,LAX,267,6.0,18.0,0,,0,46.0,0.0,7.0,0.0,0.0
265334,2008,1,8,2,1249.0,1300,1408.0,1438,US,2035,N767UW,79.0,98.0,67.0,-30.0,-11.0,BOS,DCA,399,2.0,10.0,0,,0,,,,,
463658,2008,1,26,6,735.0,740,927.0,928,9E,4746,85019E,112.0,108.0,84.0,-1.0,-5.0,SGF,MSP,528,14.0,14.0,0,,0,,,,,
21618,2008,1,9,3,1648.0,1650,1808.0,1810,WN,1600,N645SW,80.0,80.0,67.0,-2.0,-2.0,SAN,SJC,417,3.0,10.0,0,,0,,,,,
260167,2008,1,3,4,1123.0,1130,1235.0,1249,US,96,N631AW,72.0,79.0,51.0,-14.0,-7.0,SAN,LAS,258,5.0,16.0,0,,0,,,,,
459015,2008,1,17,4,1706.0,1706,1813.0,1815,9E,2977,80239E,67.0,69.0,33.0,-2.0,0.0,DTW,CLE,95,13.0,21.0,0,,0,,,,,
11995,2008,1,7,1,831.0,830,936.0,945,WN,3397,N402WN,65.0,75.0,54.0,-9.0,1.0,ALB,BWI,288,5.0,6.0,0,,0,,,,,
241011,2008,1,2,3,1650.0,1624,1717.0,1717,UA,771,N933UA,87.0,113.0,73.0,0.0,26.0,BUF,ORD,473,2.0,12.0,0,,0,,,,,
107820,2008,1,20,7,1840.0,1840,2024.0,2020,XE,3097,N29906,164.0,160.0,140.0,4.0,0.0,SDF,IAH,788,14.0,10.0,0,,0,,,,,
312571,2008,1,23,3,1745.0,1747,1921.0,1925,DL,1047,N920DL,96.0,98.0,74.0,-4.0,-2.0,SRQ,ATL,445,7.0,15.0,0,,0,,,,,
515836,2008,1,5,6,2121.0,2050,12.0,2345,AA,1742,N052AA,231.0,235.0,212.0,27.0,31.0,SJU,JFK,1597,7.0,12.0,0,,0,11.0,0.0,0.0,0.0,16.0
4177,2008,1,4,5,2115.0,2105,2206.0,2150,WN,907,N650SW,51.0,45.0,32.0,16.0,10.0,MCO,RSW,133,4.0,15.0,0,,0,3.0,0.0,6.0,0.0,7.0
180263,2008,1,7,1,2342.0,1904,2336.0,1915,OO,6024,N944SW,54.0,71.0,39.0,261.0,278.0,FWA,ORD,157,8.0,7.0,0,,0,0.0,0.0,261.0,0.0,0.0
269785,2008,1,11,5,1134.0,1125,1907.0,1905,US,730,N934UW,273.0,280.0,250.0,2.0,9.0,LAS,PHL,2176,6.0,17.0,0,,0,,,,,
601596,2008,1,11,5,1428.0,1430,1458.0,1509,DL,1874,N979DL,90.0,99.0,69.0,-11.0,-2.0,ATL,MSY,425,7.0,14.0,0,,0,,,,,
65721,2008,1,23,3,1358.0,1400,1459.0,1505,WN,1667,N434WN,61.0,65.0,48.0,-6.0,-2.0,LAS,BUR,223,3.0,10.0,0,,0,,,,,
584770,2008,1,16,3,712.0,715,805.0,807,CO,1841,N62631,53.0,52.0,32.0,-2.0,-3.0,IAH,AUS,140,6.0,15.0,0,,0,,,,,
181547,2008,1,8,2,1422.0,1430,1533.0,1534,OO,5749,N250YV,71.0,64.0,55.0,-1.0,-8.0,MFR,PDX,222,4.0,12.0,0,,0,,,,,
488965,2008,1,6,7,1225.0,1225,1522.0,1500,AA,630,N536AA,177.0,155.0,146.0,22.0,0.0,MCO,JFK,944,10.0,21.0,0,,0,0.0,0.0,22.0,0.0,0.0
171284,2008,1,2,3,1908.0,1906,2007.0,2007,OO,3928,N815SK,59.0,61.0,31.0,0.0,2.0,GSP,ATL,153,8.0,20.0,0,,0,,,,,
410238,2008,1,19,6,1535.0,1545,1614.0,1615,MQ,4292,N676AE,99.0,90.0,61.0,-1.0,-10.0,CMH,ORD,296,8.0,30.0,0,,0,,,,,
554559,2008,1,16,3,1150.0,1150,1512.0,1510,B6,453,N562JB,202.0,200.0,183.0,2.0,0.0,BOS,FLL,1237,3.0,16.0,0,,0,,,,,
